type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud
CASH_OUT,157575.41,C1561408565,2096.0,0.0,C30516998,673990.41,0.0,0,0
CASH_OUT,54684.17,C1795468466,0.0,0.0,C1330400026,71672.0,817.21,0,0
TRANSFER,335174.65,C1062938711,0.0,0.0,C1040847151,3869992.34,7984433.54,0,0
CASH_OUT,412605.77,C251447581,0.0,0.0,C1899073220,5632383.36,7366811.1,0,0
TRANSFER,235458.67,C936646245,235458.67,0.0,C1402958323,0.0,0.0,1,0
CASH_OUT,80048.92,C783154166,22586.62,0.0,C2071722626,342045.06,202043.27,0,0
CASH_OUT,1613281.82,C1712762290,1613281.82,0.0,C382134181,2312268.26,3925550.08,1,0
TRANSFER,27247.05,C695107080,0.0,0.0,C941685927,145332.0,172579.05,0,0
CASH_OUT,54524.44,C1305990673,0.0,0.0,C545710008,1808500.78,1282962.39,0,0
CASH_OUT,577896.41,C619792345,0.0,0.0,C1329589315,887999.24,2539898.07,0,0
CASH_OUT,466580.69,C1820999886,466580.69,0.0,C838394568,775534.24,1242114.93,1,0
CASH_OUT,255028.64,C1464990385,1521117.52,1266088.88,C1907159141,1062609.93,2541785.35,0,0
CASH_OUT,239155.0,C305277801,492704.38,253549.38,C617412264,0.0,220938.7,0,0
TRANSFER,231978.48,C202278158,231978.48,0.0,C988859148,0.0,0.0,1,0
CASH_OUT,4121986.59,C915028332,4121986.59,0.0,C2135931580,0.0,4121986.59,1,0
TRANSFER,603840.63,C143151968,0.0,0.0,C1761741722,1457214.57,2061055.2,0,0
CASH_OUT,135616.97,C392764495,0.0,0.0,C900425684,735093.2,1165471.56,0,0
CASH_OUT,69218.27,C779285290,21384.0,0.0,C1531623971,15984.0,85202.27,0,0
CASH_OUT,155572.19,C153767227,0.0,0.0,C2083562754,17727092.58,18123750.85,0,0
CASH_OUT,20404.76,C1688286395,8890.0,0.0,C1609896133,0.0,20404.76,0,0
CASH_OUT,241548.09,C1799477491,0.0,0.0,C1401316767,1843684.83,2085232.92,0,0
CASH_OUT,88561.71,C1899030440,50650.0,0.0,C1336496959,0.0,88561.71,0,0
CASH_OUT,593.72,C2104862756,50770.0,50176.28,C672229008,40937.8,41531.52,0,0
CASH_OUT,161451.02,C1582876292,158811.27,0.0,C1632716597,194473.7,279348.7,0,0
CASH_OUT,183390.85,C349798052,0.0,0.0,C1856885570,517223.59,790764.33,0,0
CASH_OUT,31113.76,C1750986636,32261.0,1147.24,C1062630352,72755.0,103868.76,0,0
CASH_OUT,444819.28,C1010411893,85.0,0.0,C1452646606,122213.0,1382595.54,0,0
CASH_OUT,180882.4,C758187830,0.0,0.0,C620532131,1466177.53,2245700.64,0,0
TRANSFER,629958.0,C465738897,629958.0,0.0,C289330473,0.0,0.0,1,0
TRANSFER,71277.45,C1309821311,71277.45,0.0,C758876302,0.0,0.0,1,0
TRANSFER,4120.14,C2002472710,4120.14,0.0,C2023856876,0.0,0.0,1,0
CASH_OUT,5274773.52,C1067759526,5274773.52,0.0,C222456417,346223.18,5620996.7,1,0
CASH_OUT,80643.7,C382661071,239454.97,158811.27,C339099861,571423.97,393406.66,0,0
TRANSFER,343177.04,C1919174675,343177.04,0.0,C776089262,0.0,0.0,1,0
CASH_OUT,5701.3,C1654923112,6193.0,491.7,C1782098044,0.0,5701.3,0,0
CASH_OUT,293594.36,C1279990147,0.0,0.0,C1962165946,378642.4,490685.21,0,0
CASH_OUT,99793.9,C1996420000,99793.9,0.0,C987180793,209608.93,309402.83,1,0
CASH_OUT,8537861.24,C985677650,8537861.24,0.0,C1454524635,0.0,8537861.24,1,0
CASH_OUT,340290.48,C292825935,0.0,0.0,C1234776885,5509459.94,5424661.74,0,0
TRANSFER,821138.21,C895816013,821138.21,0.0,C2008137353,0.0,0.0,1,0
TRANSFER,750270.52,C1002417864,957.41,0.0,C1778801068,11420324.34,11835842.92,0,0
CASH_OUT,171324.46,C1892439803,0.0,0.0,C697172013,731117.66,877005.11,0,0
TRANSFER,546403.11,C1506022643,118947.0,0.0,C904776956,164.0,490622.42,0,0
CASH_OUT,78909.29,C749443241,0.0,0.0,C560041895,198832.2,523359.27,0,0
CASH_OUT,32570.02,C982086602,167.0,0.0,C1406293991,0.0,32570.02,0,0
CASH_OUT,134941.22,C47764703,14033.0,0.0,C664038638,350693.72,590162.01,0,0
CASH_OUT,127608.29,C189316648,76436.0,0.0,C1453795463,0.0,194708.66,0,0
CASH_OUT,237136.02,C1438899877,0.0,0.0,C1700355047,715009.6,1455482.66,0,0
CASH_OUT,243218.09,C848970035,0.0,0.0,C1991252420,2784847.25,3028065.33,0,0
TRANSFER,174566.53,C1993094343,174566.53,0.0,C639161653,0.0,0.0,1,0
CASH_OUT,18979.27,C1705294294,0.0,0.0,C832279283,28941.95,47921.23,0,0
CASH_OUT,64965.19,C26393260,0.0,0.0,C1590351968,1634924.38,3377979.92,0,0
CASH_OUT,183438.7,C382415201,16606.79,0.0,C1491676195,1067911.11,1800557.56,0,0
CASH_OUT,58484.02,C1760681112,0.0,0.0,C1335946878,1557564.39,3529395.92,0,0
TRANSFER,203848.61,C819849169,203848.61,0.0,C213809105,0.0,0.0,1,0
CASH_OUT,712488.25,C564491886,712488.25,0.0,C141365964,0.0,712488.25,1,0
CASH_OUT,208630.6,C2049716965,208630.6,0.0,C1560676019,337304.83,545935.44,1,0
CASH_OUT,93354.93,C1946183918,5411.0,0.0,C643474284,22340.83,272884.48,0,0
TRANSFER,507521.42,C1428068885,507521.42,0.0,C883314013,0.0,0.0,1,0
TRANSFER,909186.4,C475392098,19891.0,0.0,C1767735686,402.52,1345506.59,0,0
CASH_OUT,88295.03,C2008566835,90563.83,2268.8,C1300519073,458363.86,807759.84,0,0
CASH_OUT,141606.76,C2067352273,0.0,0.0,C1636786811,14796731.82,16259147.47,0,0
CASH_OUT,272494.87,C1301486587,21674.0,0.0,C966526472,2085032.38,2357527.24,0,0
CASH_OUT,130836.28,C1454570646,0.0,0.0,C921733929,871103.13,1230740.5,0,0
CASH_OUT,244439.65,C120417433,1152969.25,908529.6,C261292810,1613224.38,1857664.03,0,0
TRANSFER,1172700.63,C545398254,1172700.63,0.0,C657638073,0.0,0.0,1,0
CASH_OUT,44335.06,C1708174671,0.0,0.0,C963801415,237400.0,556828.94,0,0
TRANSFER,211721.9,C1835704513,211721.9,0.0,C260205493,0.0,0.0,1,0
TRANSFER,74921.74,C1335541144,74921.74,0.0,C887702391,0.0,0.0,1,0
CASH_OUT,199392.34,C2068095376,41493.0,0.0,C1453128758,137384.84,336777.18,0,0
CASH_OUT,150987.27,C831435471,61096.0,0.0,C1502143342,586759.24,1180514.37,0,0
TRANSFER,595558.89,C554735206,595558.89,0.0,C1403855588,0.0,0.0,1,0
CASH_OUT,646676.42,C424693863,646676.42,0.0,C791586843,111156.33,757832.75,1,0
CASH_OUT,555731.98,C10297666,555731.98,0.0,C412996348,78575.49,634307.48,1,0
TRANSFER,391057.91,C1731036016,627.0,0.0,C1335946878,0.0,582433.46,0,0
TRANSFER,753580.22,C1424433061,867.0,0.0,C1761741722,0.0,2061055.2,0,0
TRANSFER,1832319.42,C439830884,1832319.42,0.0,C1133002328,0.0,0.0,1,0
CASH_OUT,219883.99,C298125330,0.0,0.0,C988705496,462400.71,654641.84,0,0
TRANSFER,906937.39,C2027645838,0.0,0.0,C988138425,983714.0,4310701.91,0,0
CASH_OUT,84024.67,C1689730570,21551.37,0.0,C40075281,179176.65,263201.31,0,0
CASH_OUT,23178.12,C1406651926,0.0,0.0,C1360767589,16481866.74,18482735.85,0,0
CASH_OUT,135140.87,C1841704911,0.0,0.0,C1432387181,442448.03,577588.9,0,0
TRANSFER,1055284.91,C1565193331,0.0,0.0,C665576141,5410482.23,6465767.14,0,0
CASH_OUT,59263.88,C1129374442,59263.88,0.0,C552296205,1597464.29,1656728.17,1,0
TRANSFER,205253.3,C494893410,0.0,0.0,C1883840933,17118873.47,17324126.77,0,0
CASH_OUT,171572.06,C2025735380,171572.06,0.0,C1904581587,478287.66,649859.72,1,0
CASH_OUT,56580.04,C1704302891,0.0,0.0,C656400047,88500.14,1597668.67,0,0
TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
CASH_OUT,1182557.97,C1336389651,1182557.97,0.0,C4347362,141273.74,1323831.71,1,0
CASH_OUT,366371.09,C1525635296,0.0,0.0,C1359484306,889053.15,7364724.84,0,0
CASH_OUT,349474.53,C1877984746,0.0,0.0,C481402298,436136.98,2274476.83,0,0
TRANSFER,79742.88,C851602984,11617.0,0.0,C1601071362,7282.69,0.0,0,0
CASH_OUT,10886.35,C412972260,20481.0,9594.65,C1266035080,3221719.69,3232606.04,0,0
CASH_OUT,133469.98,C1528646348,0.0,0.0,C423580937,12868769.38,13185733.7,0,0
TRANSFER,617882.66,C1190371489,617882.66,0.0,C371320047,0.0,0.0,1,0
CASH_OUT,187268.11,C1667140838,0.0,0.0,C1932505292,293410.04,1210655.82,0,0
CASH_OUT,3712.11,C437016354,3712.11,0.0,C1109457703,185441.34,189153.45,1,0
CASH_OUT,244068.01,C507466068,244068.01,0.0,C706331499,0.0,338538.16,1,0
CASH_OUT,1298609.73,C664375770,1298609.73,0.0,C1213183928,0.0,1298609.73,1,0
TRANSFER,2321633.57,C1235032852,2321633.57,0.0,C1296897597,0.0,0.0,1,0
CASH_OUT,3372.0,C2002603307,3372.0,0.0,C1685866985,456659.44,460031.44,1,0
CASH_OUT,146684.65,C429817087,102578.0,0.0,C357863579,222337.44,636844.72,0,0
CASH_OUT,145482.46,C1357794050,0.0,0.0,C505366143,583395.24,1424063.03,0,0
CASH_OUT,88017.54,C1944784847,0.0,0.0,C1756877039,225417.28,612805.43,0,0
CASH_OUT,154976.5,C683878475,0.0,0.0,C79708552,389661.75,1446363.13,0,0
TRANSFER,1278489.25,C1884550,51651.0,0.0,C1796064354,0.0,1981418.33,0,0
CASH_OUT,97363.79,C123314558,488.0,0.0,C1975607158,0.0,164284.17,0,0
CASH_OUT,361559.69,C684758020,361559.69,0.0,C1769042905,504667.31,189441.24,1,0
TRANSFER,300371.42,C647273858,8082.0,0.0,C1000630508,0.0,115423.17,0,0
CASH_OUT,86520.54,C661868623,0.0,0.0,C407757655,138323.94,0.0,0,0
CASH_OUT,80059.98,C340144958,0.0,0.0,C1869228744,2537852.02,2528711.98,0,0
CASH_OUT,193306.88,C1130677063,0.0,0.0,C1090263069,511138.3,1260609.49,0,0
CASH_OUT,70671.53,C725240582,53318.25,0.0,C58091972,74071.0,59130.14,0,0
CASH_OUT,301724.28,C1319989301,14388.0,0.0,C1078584667,6442.0,308166.28,0,0
CASH_OUT,373068.26,C1047934137,20034.0,0.0,C1286084959,1427960.73,2107778.11,0,0
CASH_OUT,67047.71,C963282937,0.0,0.0,C812586739,102924.42,140696.94,0,0
CASH_OUT,159954.48,C1980213142,212095.0,52140.52,C1859965144,290728.67,998355.01,0,0
CASH_OUT,205758.48,C1197654033,0.0,0.0,C2078011503,674752.06,880510.54,0,0
TRANSFER,1311150.9,C1492220840,1311150.9,0.0,C839360691,0.0,0.0,1,0
CASH_OUT,87452.55,C940887816,0.0,0.0,C678308721,114755.0,101561.18,0,0
TRANSFER,91655.26,C1578360070,91655.26,0.0,C1156197482,0.0,0.0,1,0
TRANSFER,2221683.68,C150631994,2221683.68,0.0,C1160422569,0.0,0.0,1,0
TRANSFER,621202.36,C1888712015,552415.26,0.0,C1545454825,90948.22,5171229.64,0,0
CASH_OUT,181091.19,C1581354420,5581.0,0.0,C2040329005,0.0,302446.57,0,0
TRANSFER,549823.76,C486906716,0.0,0.0,C1039162432,1942471.62,5478833.48,0,0
TRANSFER,150205.64,C1014484059,150205.64,0.0,C1745685493,0.0,0.0,1,0
CASH_OUT,226441.89,C525165354,0.0,0.0,C1982591789,270671.89,1797201.17,0,0
CASH_OUT,138048.52,C35858617,138048.52,0.0,C134087262,0.0,138048.52,1,0
TRANSFER,661558.27,C644461702,661558.27,0.0,C1700734681,0.0,0.0,1,0
CASH_OUT,740124.95,C1454952860,740124.95,0.0,C71447859,1382863.66,2122988.62,1,0
CASH_OUT,1284959.39,C2093073106,1284959.39,0.0,C1196198165,814622.86,2099582.25,1,0
CASH_OUT,150791.71,C998480656,0.0,0.0,C1876351111,1329566.44,1785000.81,0,0
CASH_OUT,137568.89,C320396046,497797.47,360228.58,C476402209,222310.39,0.0,0,0
CASH_OUT,42875.95,C830517995,0.0,0.0,C312150693,128705.0,93494.8,0,0
CASH_OUT,271150.29,C1431720928,271150.29,0.0,C1276777256,105282.66,376432.95,1,0
TRANSFER,1530.84,C1164568984,1530.84,0.0,C940250916,0.0,0.0,1,0
CASH_OUT,432548.66,C152533088,12512.97,0.0,C2127862399,138389.21,1388195.29,0,0
TRANSFER,263401.81,C806437930,263401.81,0.0,C1469754483,0.0,0.0,1,0
CASH_OUT,320347.17,C1464269560,0.0,0.0,C310737318,437300.97,1022379.45,0,0
TRANSFER,161536.55,C1715615477,161536.55,0.0,C418678558,0.0,0.0,1,0
TRANSFER,1182557.97,C787624212,1182557.97,0.0,C707993034,0.0,0.0,1,0
CASH_OUT,2198.09,C1074638035,0.0,0.0,C1244762702,16075.0,0.0,0,0
TRANSFER,2256769.88,C1965594220,199614.0,0.0,C97730845,20513924.23,23005385.41,0,0
CASH_OUT,251068.29,C44576619,311846.0,60777.71,C1616253157,0.0,3770.33,0,0
CASH_OUT,217456.26,C1140137653,301068.0,83611.74,C1790831319,341211.68,758870.91,0,0
TRANSFER,50279.4,C260298539,50279.4,0.0,C1861429530,0.0,0.0,1,0
CASH_OUT,263901.92,C1200137527,221687.0,0.0,C68563177,11069.0,80452.34,0,0
TRANSFER,7246962.16,C622490191,7246962.16,0.0,C1928486758,0.0,0.0,1,0
CASH_OUT,171878.27,C1056720143,171878.27,0.0,C1846017772,217898.19,389776.45,1,0
CASH_OUT,156849.74,C1109818789,0.0,0.0,C631424220,382629.92,542587.38,0,0
CASH_OUT,210064.31,C816263700,35007.0,0.0,C476441699,0.0,340276.5,0,0
CASH_OUT,489240.03,C37142680,0.0,0.0,C801142660,992785.12,1482025.15,0,0
CASH_OUT,6287.94,C538868649,62769.0,56481.06,C1474120649,16725.09,23013.03,0,0
CASH_OUT,272267.62,C1120516597,0.0,0.0,C1754722089,786290.08,3719715.07,0,0
TRANSFER,1397943.64,C358103660,0.0,0.0,C457880796,1477856.27,2875799.91,0,0
TRANSFER,235075.62,C755720806,235075.62,0.0,C1423370545,0.0,0.0,1,0
CASH_OUT,203238.55,C908218831,26656.82,0.0,C1271612900,871875.53,494128.58,0,0
CASH_OUT,381727.35,C1653572133,3550.0,0.0,C1482163532,0.0,381727.35,0,0
TRANSFER,5429153.98,C2027207246,5429153.98,0.0,C1388180627,0.0,0.0,1,0
CASH_OUT,290492.12,C948949990,773103.07,482610.94,C1628035200,0.0,290492.12,0,0
CASH_OUT,76598.52,C1505626775,0.0,0.0,C1429623854,2362736.29,2256720.17,0,0
CASH_OUT,567932.31,C1373739020,567932.31,0.0,C1576761892,0.0,567932.31,1,0
CASH_OUT,2935952.76,C1884318665,2935952.76,0.0,C687662145,113270.41,3049223.17,1,0
TRANSFER,19472.0,C1101705841,19472.0,0.0,C925285469,0.0,0.0,1,0
TRANSFER,3845925.14,C49020396,10374.0,0.0,C28588268,492282.7,6823665.92,0,0
TRANSFER,591032.52,C1420583441,591032.52,0.0,C1377219388,0.0,0.0,1,0
CASH_OUT,183655.61,C80682690,0.0,0.0,C1337741679,374493.52,521100.91,0,0
CASH_OUT,51148.28,C1947917266,0.0,0.0,C966704622,1261174.02,1313478.87,0,0
CASH_OUT,203881.96,C1224520946,203881.96,0.0,C819353215,0.0,203881.96,1,0
TRANSFER,590321.78,C520925360,6981.0,0.0,C2122200303,148909.0,1003439.91,0,0
TRANSFER,18982.32,C536221830,18982.32,0.0,C659146767,0.0,0.0,1,0
CASH_OUT,226138.49,C775261197,0.0,0.0,C990053853,236770.63,776196.15,0,0
CASH_OUT,130470.14,C615853374,25359.85,0.0,C564160838,1280773.97,1254956.07,0,0
CASH_OUT,86856.49,C1113042425,0.0,0.0,C1305075214,768071.08,519020.08,0,0
CASH_OUT,50225.24,C560940744,0.0,0.0,C1682576062,371734.55,421959.79,0,0
CASH_OUT,213323.81,C763290729,23700.0,0.0,C1151440027,58964.0,123033.42,0,0
CASH_OUT,107182.46,C848539978,0.0,0.0,C1985136401,200469.71,0.0,0,0
CASH_OUT,99182.66,C821426603,0.0,0.0,C954697228,1762261.94,1861444.59,0,0
TRANSFER,17706.86,C1903805050,10583.0,0.0,C1740509828,0.0,0.0,0,0
CASH_OUT,302048.14,C32644895,0.0,0.0,C1167066016,313243.76,641979.14,0,0
TRANSFER,595108.59,C425506937,180980.73,0.0,C439917369,772326.67,1503528.24,0,0
CASH_OUT,1330802.24,C1458541760,1330802.24,0.0,C1092309864,151341.34,1515187.24,1,0
CASH_OUT,228134.14,C671423749,0.0,0.0,C1234776885,5196527.6,5424661.74,0,0
TRANSFER,283121.68,C817947790,283121.68,0.0,C1736479998,0.0,0.0,1,0
TRANSFER,267310.25,C684994675,113771.92,0.0,C314245922,1527513.32,1801625.19,0,0
CASH_OUT,38480.32,C950488943,555.0,0.0,C1516384232,0.0,38480.32,0,0
CASH_OUT,168707.81,C1088358396,207124.1,38416.28,C1958390694,182539.0,0.0,0,0
CASH_OUT,56319.29,C2113792063,0.0,0.0,C216084411,57464.36,857333.79,0,0
CASH_OUT,13939.21,C1337289706,24719.0,10779.79,C1397643446,20765.02,13707.11,0,0
TRANSFER,36035.11,C1338159838,36035.11,0.0,C18838691,0.0,0.0,1,0
CASH_OUT,410201.89,C1279740095,21448.0,0.0,C1750905143,61613.0,424250.45,0,0
CASH_OUT,241000.24,C1094641311,181157.0,0.0,C1473858342,52148.0,543323.7,0,0
CASH_OUT,89972.91,C107336112,80322.0,0.0,C703976121,1173776.12,1161923.8,0,0
CASH_OUT,408846.14,C1752331490,0.0,0.0,C1885780198,585431.2,994277.34,0,0
TRANSFER,187354.96,C1061248742,0.0,0.0,C373776370,572947.35,760302.31,0,0
CASH_OUT,224221.08,C1315626381,0.0,0.0,C1286084959,5434523.66,7488671.79,0,0
TRANSFER,707870.44,C1301979362,707870.44,0.0,C1733162010,0.0,0.0,1,0
CASH_OUT,286366.74,C1756573323,105792.0,0.0,C969412636,62215.82,200933.99,0,0
TRANSFER,2757431.53,C1340596396,2757431.53,0.0,C487414422,0.0,0.0,1,0
CASH_OUT,239739.51,C1822720547,1095.0,0.0,C907892387,0.0,239739.51,0,0
CASH_OUT,14692.34,C2127942713,0.0,0.0,C329473339,30703.29,0.0,0,0
CASH_OUT,150214.09,C674530219,0.0,0.0,C1653859230,1252459.89,1878150.67,0,0
CASH_OUT,3309631.1,C294569503,3309631.1,0.0,C229133194,0.0,3309631.1,1,0
CASH_OUT,259989.36,C1417349150,10760.0,0.0,C1321139761,1381307.37,1521202.97,0,0
CASH_OUT,124335.26,C1343034194,0.0,0.0,C2135727675,639043.99,286319.74,0,0
TRANSFER,282282.75,C142089023,0.0,0.0,C1802632685,753106.8,2290132.87,0,0
CASH_OUT,208501.33,C2113243119,0.0,0.0,C1816757085,8698085.64,10681238.79,0,0
CASH_OUT,544138.12,C319511296,0.0,0.0,C374625527,2261346.9,5175906.61,0,0
TRANSFER,1314262.8,C2011943626,0.0,0.0,C518185827,11824.86,1326087.65,0,0
TRANSFER,212028.15,C213896152,212028.15,0.0,C1841831832,0.0,0.0,1,0
CASH_OUT,244834.54,C1610445420,0.0,0.0,C2057394816,1655161.56,1899996.1,0,0
CASH_OUT,199673.45,C295862002,0.0,0.0,C1099915107,415025.91,573272.7,0,0
TRANSFER,609416.21,C145364,609416.21,0.0,C312230940,0.0,0.0,1,0
CASH_OUT,904124.58,C392791213,904124.58,0.0,C1669065740,700603.93,1604728.51,1,0
CASH_OUT,36147.9,C1675760612,25298.0,0.0,C800288141,63838.87,99986.77,0,0
CASH_OUT,207261.07,C1856398520,207261.07,0.0,C1898820013,48221.7,255482.77,1,0
CASH_OUT,182108.86,C1885887661,0.0,0.0,C1121453612,1314921.93,1975007.49,0,0
TRANSFER,277485.25,C1505030258,277485.25,0.0,C275418011,0.0,0.0,1,0
CASH_OUT,170882.75,C674243746,150.0,0.0,C2037251990,1739609.64,2697349.09,0,0
CASH_OUT,362735.27,C1253717538,180055.94,0.0,C536171536,511045.16,1151595.75,0,0
CASH_OUT,183811.23,C1654892712,0.0,0.0,C2006081398,4283918.62,4743010.67,0,0
CASH_OUT,81713.8,C466368091,0.0,0.0,C158876320,5020509.98,2984846.84,0,0
CASH_OUT,399745.83,C1152729352,5475217.14,5075471.31,C1218365329,1194110.51,1825304.28,0,0
CASH_OUT,107420.77,C1676079076,0.0,0.0,C992713622,199253.9,672128.12,0,0
CASH_OUT,81244.31,C2103928178,81244.31,0.0,C767985950,62279.28,143523.59,1,0
TRANSFER,1749325.14,C1343086585,1749325.14,0.0,C256353022,0.0,0.0,1,0
CASH_OUT,219489.62,C1029645120,219489.62,0.0,C1349213118,0.0,219489.62,1,0
CASH_OUT,8991625.83,C549493431,8991625.83,0.0,C1727929401,2195033.03,11186658.86,1,0
CASH_OUT,140871.89,C579476477,0.0,0.0,C648021642,213977.88,324340.8,0,0
CASH_OUT,78219.9,C557199250,11581.0,0.0,C2015806959,0.0,237268.08,0,0
CASH_OUT,100109.03,C91676568,100109.03,0.0,C307821944,0.0,100109.03,1,0
CASH_OUT,1155819.58,C1889323500,1155819.58,0.0,C846511826,0.0,1155819.58,1,0
CASH_OUT,1309940.05,C27246630,1309940.05,0.0,C921559397,0.0,1309940.05,1,0
CASH_OUT,153238.03,C518141035,0.0,0.0,C378841819,267095.19,0.0,0,0
TRANSFER,134905.99,C1688211424,77560.0,0.0,C1360767589,5105575.62,6712636.97,0,0
TRANSFER,311685.89,C1984094095,10835.0,0.0,C932583850,6267.0,2719172.89,0,0
CASH_OUT,106681.18,C219983545,106681.18,0.0,C1298333161,0.0,106681.18,1,0
TRANSFER,574781.15,C795848829,100556.0,0.0,C1353907767,27309.88,570143.11,0,0
TRANSFER,2828068.73,C1916200037,2828068.73,0.0,C483349301,0.0,0.0,1,0
CASH_OUT,638487.85,C810576421,638487.85,0.0,C393990898,0.0,638487.85,1,0
TRANSFER,118333.88,C40267529,0.0,0.0,C1816986148,6939633.13,7679197.62,0,0
CASH_OUT,147444.01,C1073343224,0.0,0.0,C1847521348,334352.6,99302.15,0,0
CASH_OUT,307673.23,C1393337316,81970.41,0.0,C1526234185,0.0,1988789.36,0,0
TRANSFER,3457169.26,C1868574170,3457169.26,0.0,C1851909652,0.0,0.0,1,0
CASH_OUT,166174.19,C1584175378,106192.0,0.0,C265108079,4770961.23,4937135.42,0,0
TRANSFER,2651994.1,C863787360,2651994.1,0.0,C1968421916,0.0,0.0,1,0
CASH_OUT,319883.28,C804647095,319883.28,0.0,C2035017998,102882.01,422765.29,1,0
CASH_OUT,454651.35,C425066490,0.0,0.0,C1590550415,21580156.37,21939087.4,0,0
TRANSFER,392940.08,C1623624827,21509.0,0.0,C265108079,31383.27,611272.03,0,0
CASH_OUT,195542.41,C533392019,14441.61,0.0,C1360767589,1741724.79,1937267.2,0,0
TRANSFER,859560.31,C1235787497,0.0,0.0,C1532153384,1224368.85,3614408.95,0,0
CASH_OUT,8140.71,C1467475011,0.0,0.0,C643956982,51022.0,18259.12,0,0
TRANSFER,780886.93,C1260614086,50226.0,0.0,C515132998,1822194.67,4460317.7,0,0
CASH_OUT,2274.92,C92558884,77130.4,74855.48,C1846530780,23956.14,0.0,0,0
CASH_OUT,122321.3,C818733755,0.0,0.0,C1554565380,4311730.95,6064917.71,0,0
CASH_OUT,151462.32,C891641528,0.0,0.0,C1786758337,347224.49,577913.11,0,0
TRANSFER,1947575.31,C1467481459,10942.0,0.0,C345603257,7970054.46,9917629.77,0,0
CASH_OUT,33269.25,C375074687,0.0,0.0,C1629911510,111389.13,15375.37,0,0
CASH_OUT,228211.82,C1458951823,0.0,0.0,C294900736,475093.48,384446.11,0,0
TRANSFER,180967.56,C1482673200,180967.56,0.0,C1127207923,0.0,0.0,1,0
TRANSFER,333082.71,C1332702654,333082.71,0.0,C858197889,0.0,0.0,1,0
CASH_OUT,37974.85,C45718211,37974.85,0.0,C1371920863,939922.78,977897.62,1,0
TRANSFER,249791.3,C2018224474,249791.3,0.0,C1562137241,0.0,0.0,1,0
CASH_OUT,152314.49,C1045010197,152314.49,0.0,C1827976569,144953.35,297267.84,1,0
CASH_OUT,498747.45,C1525969940,0.0,0.0,C991505714,4391509.82,5352935.74,0,0
CASH_OUT,107692.82,C1087378637,0.0,0.0,C1297685781,3151033.54,3258726.36,0,0
CASH_OUT,544352.53,C1198732254,544352.53,0.0,C617614244,0.0,544352.53,1,0
CASH_OUT,76280.65,C609957874,108411.0,32130.35,C1263845074,27838.0,2486396.91,0,0
TRANSFER,10000000.0,C1014298205,13042111.54,3042111.54,C668046170,0.0,0.0,1,0
CASH_OUT,124611.86,C598928809,0.0,0.0,C1359484306,3034450.94,7364724.84,0,0
CASH_OUT,2641674.43,C1787722017,2641674.43,0.0,C837578141,0.0,2641674.43,1,0
CASH_OUT,42483.97,C1595793252,42483.97,0.0,C636454309,51495.75,93979.72,1,0
TRANSFER,688591.75,C301857206,0.0,0.0,C1245689449,1601791.0,2460346.92,0,0
CASH_OUT,114677.78,C614506711,25108.0,0.0,C1607998252,20844.0,1471457.68,0,0
TRANSFER,1068020.61,C566255878,192.0,0.0,C314245922,8564.0,1294258.89,0,0
TRANSFER,1167140.96,C2111636310,241112.08,0.0,C800523009,0.0,1436470.47,0,0
CASH_OUT,454775.22,C973615092,0.0,0.0,C1504109395,661954.11,1528227.01,0,0
TRANSFER,3028421.03,C2107000276,3028421.03,0.0,C1629716841,0.0,0.0,1,0
CASH_OUT,244361.81,C1191864687,0.0,0.0,C33524623,859282.41,1517262.16,0,0
TRANSFER,434006.52,C1619687935,434006.52,0.0,C1837027614,0.0,0.0,1,0
TRANSFER,398711.68,C836986280,398711.68,0.0,C1080337447,0.0,0.0,1,0
TRANSFER,21174.45,C1690317775,21174.45,0.0,C1829927547,0.0,0.0,1,0
TRANSFER,3167250.68,C388706083,2006.0,0.0,C1218231243,0.0,2854909.51,0,0
TRANSFER,295474.84,C1595780596,72134.0,0.0,C36856762,0.0,480670.65,0,0
TRANSFER,396757.22,C1909320319,396757.22,0.0,C1040286971,0.0,0.0,1,0
TRANSFER,7620549.14,C1407135183,7620549.14,0.0,C1128587638,0.0,0.0,1,0
TRANSFER,1530181.35,C1341381776,12097.0,0.0,C1481851679,0.0,1379576.69,0,0
TRANSFER,699183.61,C735610108,699183.61,0.0,C1408037662,0.0,0.0,1,0
TRANSFER,349038.25,C1291664766,49307.0,0.0,C787028959,20924.0,0.0,0,0
CASH_OUT,617882.66,C274955922,617882.66,0.0,C575981096,171914.08,789796.74,1,0
TRANSFER,2836970.59,C676337375,0.0,0.0,C803116137,24192242.19,29246489.27,0,0
CASH_OUT,14624.52,C1755537648,38876.0,24251.48,C836903727,10051.56,24676.08,0,0
CASH_OUT,286394.45,C843466842,31325.0,0.0,C1065349988,0.0,198152.07,0,0
TRANSFER,1566408.06,C1200392813,0.0,0.0,C1913564743,0.0,1782930.45,0,0
CASH_OUT,243868.08,C723767020,43395.0,0.0,C1909597726,348591.81,1001249.75,0,0
CASH_OUT,249597.71,C1393410696,880676.0,631078.29,C191614132,576846.58,2122191.07,0,0
TRANSFER,984994.76,C1825656946,0.0,0.0,C909295153,5729799.14,7473141.22,0,0
